,city,company,jobTitle,meanPay
117,New Delhi (India),IMSI (India),Project Leader - Contractor,"xx,xxx/yr"
118,New Delhi (India),SourceFuse,Project Leader,"xx,xxx/yr"
119,New Delhi (India),Canon,Project Leader,"xx,xxx/yr"
120,New Delhi (India),Open Destinations,Project Leader - Monthly,0/mo
121,New Delhi (India),FCS Software Solutions,Project Leader - Monthly,0/mo
122,New Delhi (India),Bhavna,Project Leader,0/yr
123,New Delhi (India),CNH Industrial,Project Leader,"xx,xxx/yr"
124,New Delhi (India),Vayam Technologies,Project Leader,"xx,xxx/yr"
125,New Delhi (India),Manipal Technologies,Project Leader - Monthly,"xx,xxx/mo"
126,New Delhi (India),Clavax Technologies,Project Leader,"xx,xxx/yr"
127,New Delhi (India),Quadrant 4 Systems,Project Leader,"xx,xxx/yr"
128,New Delhi (India),IOMEDIA,Project Leader,"xx,xxx/yr"
129,New Delhi (India),Logic Fruit Technologies,Project Leader - Monthly,"xx,xxx/mo"
130,New Delhi (India),Logic Fruit Technologies,Project Leader,"xx,xxx/yr"
131,New Delhi (India),Myzeal IT Solutions,Project Leader - Monthly,"xx,xxx/mo"
132,New Delhi (India),Sopra Banking Software,Project Leader,"xx,xxx/yr"
133,New Delhi (India),Outworks Solution,Project Leader,"xx,xxx/yr"
134,New Delhi (India),Genx,Project Leader - Monthly,"xx,xxx/mo"
135,New Delhi (India),SYSCOM (India),Project Leader,"xx,xxx/yr"
136,New Delhi (India),Unified Healthcare Group,Project Leader,"xx,xxx/yr"
137,New Delhi (India),Media Mosaic,Project Leader - Monthly,"xx,xxx/mo"
138,New Delhi (India),Svam International,Project Leader,"xx,xxx/yr"
139,New Delhi (India),Astrea IT Services,Project Leader,"xx,xxx/yr"
140,New Delhi (India),Mann-India Technologies Pvt.,Project Leader,0/yr
141,New Delhi (India),The Renoir Group,Project Leader,0/yr
142,New Delhi (India),ASDA,Project Leader - Monthly,0/mo
143,New Delhi (India),Strawberry Infotech,Project Leader - Monthly,"xx,xxx/mo"
144,New Delhi (India),Neuronimbus,Project Leader - Monthly,"xx,xxx/mo"
